Column1,Column2,Column3,Column4,Column5
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,gporeportingdatabricksprivate-10.100.109.192_26,g-nsg-1n-supplychain01-gporeportingdatabricksprivate-10.100.109.192_26
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,demandforcastdatabrickspublic-10.125.196.0_23,g-nsg-1n-supplychain01-demandforcastdatabrickspublic-10.125.196.0_23
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,demandforcastdatabricksprivate-10.125.198.0_23,g-nsg-1n-supplychain01-demandforcastdatabricksprivate-10.125.198.0_23
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,ptforecastingdevhdispark-10.100.111.0_25,g-nsg-1n-supplychain01-ptforecastingdevhdispark-10.100.111.0_25
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,stageflash-10.100.109.96_27,g-nsg-1n-supplychain01-stageflash-10.100.109.96_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,stagefulfillmentviewsv1-10.100.111.128_27,g-nsg-1n-supplychain01-stagefulfillmentviewsv1-10.100.111.128_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,saadapterdev-10.112.55.0_24,g-nsg-1n-supplychain01-saadapterdev-10.112.55.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,saadaptertest-10.125.202.0_24,g-nsg-1n-supplychain01-saadaptertest-10.125.202.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,saadapterstage-10.125.204.0_24,g-nsg-1n-supplychain01-saadapterstage-10.125.204.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,bisreportingdatabrickspublic02-10.100.111.192_26,g-nsg-1n-supplychain01-bisreportingdatabrickspublic02-10.100.111.192_26
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,bisreportingdatabricksprivate02-10.125.200.0_26,g-nsg-1n-supplychain01-bisreportingdatabricksprivate02-10.125.200.0_26
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,gakv2dspcptsdatappgw-10.125.206.0_24,g-nsg-1n-supplychain01-gakv2dspcptsdatappgw-10.125.206.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,aksdevspcplan01-10.125.236.0_22,g-nsg-1n-supplychain01-aksdevspcplan01-10.125.236.0_22
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,aksstagespcplan01-10.125.240.0_22,g-nsg-1n-supplychain01-aksstagespcplan01-10.125.240.0_22
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,akssysspcplan01-10.125.226.0_24,g-nsg-1n-supplychain01-akssysspcplan01-10.125.226.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,stageflashvm-10.100.111.160_27,g-nsg-1n-supplychain01-stageflashvm-10.100.111.160_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,devgpoarchiveapp-10.125.227.0_25,g-nsg-1n-supplychain01-devgpoarchiveapp-10.125.227.0_25
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,testgpoarchiveapp-10.125.227.128_25,g-nsg-1n-supplychain01-testgpoarchiveapp-10.125.227.128_25
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,stagegpoarchiveapp-10.125.229.128_25,g-nsg-1n-supplychain01-stagegpoarchiveapp-10.125.229.128_25
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,testdfs-10.125.232.0_24,g-nsg-1n-supplychain01-testdfs-10.125.232.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,aksdevspcstore01-10.125.244.0_22,g-nsg-1n-supplychain01-aksdevspcstore01-10.125.244.0_22
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,aksstagespcstore01-10.125.248.0_22,g-nsg-1n-supplychain01-aksstagespcstore01-10.125.248.0_22
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,akssysspcstore01-10.125.233.0_24,g-nsg-1n-supplychain01-akssysspcstore01-10.125.233.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,akscdpsys-10.125.235.0_24,g-nsg-1n-supplychain01-akscdpsys-10.125.235.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,akscdpstage-10.125.252.0_24,g-nsg-1n-supplychain01-akscdpstage-10.125.252.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,pgsqlflexdevfrio-10.125.200.96_27,g-nsg-1n-supplychain01-pgsqlflexdevfrio-10.125.200.96_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,dpcdevtest-10.125.253.0_24,g-nsg-1n-supplychain01-dpcdevtest-10.125.253.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,dpcstage-10.125.254.0_24,g-nsg-1n-supplychain01-dpcstage-10.125.254.0_24
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,pgsqlflexstagefrio-10.125.231.0_27,g-nsg-1n-supplychain01-pgsqlflexstagefrio-10.125.231.0_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,pgsqlflextestfrio-10.125.231.32_27,g-nsg-1n-supplychain01-pgsqlflextestfrio-10.125.231.32_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,pgsqlflexdevgloss-10.125.231.64_27,g-nsg-1n-supplychain01-pgsqlflexdevgloss-10.125.231.64_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,pgsqlflextestgloss-10.125.255.0_27,g-nsg-1n-supplychain01-pgsqlflextestgloss-10.125.255.0_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,pgsqlflexdevfsalreporting-10.125.234.96_27,g-nsg-1n-supplychain01-pgsqlflexdevfsalreporting-10.125.234.96_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,pgsqlflexstage01gloss-10.125.255.32_27,g-nsg-1n-supplychain01-pgsqlflexstage01gloss-10.125.255.32_27
g-supplychain-n01,g-rsg-1n-supplychain01-network-01,g-vnt-1n-supplychain01-01,nonprodlrm--10.125.255.64_27,g-nsg-1n-supplychain01-nonprodlrm--10.125.255.64_27
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,ontapcloud-10.119.70.0_26,g-nsg-2n-commerce01-ontapcloud-10.119.70.0_26
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,imagerytest-10.119.76.224_28,g-nsg-2n-commerce01-imagerytest-10.119.76.224_28
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,marketcontentmanagementtest-10.119.77.144_28,g-nsg-2n-commerce01-marketcontentmanagementtest-10.119.77.144_28
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,draperdevvms-10.110.5.192_26,g-nsg-2n-commerce01-draperdevvms-10.110.5.192_26
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,akssysecomdev01-10.110.235.0_24,g-nsg-2n-commerce01-akssysecomdev01-10.110.235.0_24
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,aksecomsys-10.82.1.0_24,g-nsg-2n-commerce01-aksecomsys-10.82.1.0_24
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,stageloyaltyfeedsbatchprocesso-10.82.8.0_24,g-nsg-2n-commerce01-stageloyaltyfeedsbatchprocesso-10.82.8.0_24
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,testprofile02-10.110.5.176_28,g-nsg-2n-commerce01-testprofile02-10.110.5.176_28
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,bagstagerediscache-10.110.238.192_26,g-nsg-2n-commerce01-bagstagerediscache-10.110.238.192_26
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,aksdevcomstore01-10.82.12.0_22,g-nsg-2n-commerce01-aksdevcomstore01-10.82.12.0_22
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,aksstagecomstore01-10.82.24.0_22,g-nsg-2n-commerce01-aksstagecomstore01-10.82.24.0_22
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,akssyscomstore01-10.82.11.0_24,g-nsg-2n-commerce01-akssyscomstore01-10.82.11.0_24
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,customeroffersfeedprocessorsta-10.82.29.0_24,g-nsg-2n-commerce01-customeroffersfeedprocessorsta-10.82.29.0_24
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,custoffrrediscacheservicestage-10.82.28.160_28,g-nsg-2n-commerce01-custoffrrediscacheservicestage-10.82.28.160_28
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,loyaltyservicestage-10.82.28.192_27,g-nsg-2n-commerce01-loyaltyservicestage-10.82.28.192_27
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,targetedofferspostgresstage-10.82.28.224_27,g-nsg-2n-commerce01-targetedofferspostgresstage-10.82.28.224_27
g-commerce-n01,g-rsg-2n-commerce01-network-01,g-vnt-2n-commerce01-01,customeroffersperformance-10.82.30.0_27,g-nsg-2n-commerce01-customeroffersperformance-10.82.30.0_27
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,draperdevvms-10.111.5.192_26,g-nsg-1n-commerce01-draperdevvms-10.111.5.192_26
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,akssysecomdev-10.111.234.0_24,g-nsg-1n-commerce01-akssysecomdev-10.111.234.0_24
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,akssysecomdev01-10.111.235.0_24,g-nsg-1n-commerce01-akssysecomdev01-10.111.235.0_24
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,stagepersonalizationattributes-10.111.238.128_26,g-nsg-1n-commerce01-stagepersonalizationattributes-10.111.238.128_26
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,aksstageecomdev-10.120.144.0_20,g-nsg-1n-commerce01-aksstageecomdev-10.120.144.0_20
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,aksecomsys-10.120.1.0_24,g-nsg-1n-commerce01-aksecomsys-10.120.1.0_24
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,stageloyaltyfeedsbatchprocesso-10.120.8.0_24,g-nsg-1n-commerce01-stageloyaltyfeedsbatchprocesso-10.120.8.0_24
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,testprofile02-10.111.5.176_28,g-nsg-1n-commerce01-testprofile02-10.111.5.176_28
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,bagstagerediscache-10.111.238.192_26,g-nsg-1n-commerce01-bagstagerediscache-10.111.238.192_26
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,bagservicesplink-10.111.7.80_28,g-nsg-1n-commerce01-bagservicesplink-10.111.7.80_28
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,aksdevordermanage-10.120.16.0_21,g-nsg-1n-commerce01-aksdevordermanage-10.120.16.0_21
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,aksstageordermanage-10.120.160.0_20,g-nsg-1n-commerce01-aksstageordermanage-10.120.160.0_20
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,akssysordermanage-10.120.9.0_24,g-nsg-1n-commerce01-akssysordermanage-10.120.9.0_24
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,customerofferspostgresstage-10.120.0.0_27,g-nsg-1n-commerce01-customerofferspostgresstage-10.120.0.0_27
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,loyaltypostgresservicestage-10.120.0.32_27,g-nsg-1n-commerce01-loyaltypostgresservicestage-10.120.0.32_27
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,loyaltyrediscacheservicestage-10.120.0.64_28,g-nsg-1n-commerce01-loyaltyrediscacheservicestage-10.120.0.64_28
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,aksdevcomstore01-10.120.12.0_22,g-nsg-1n-commerce01-aksdevcomstore01-10.120.12.0_22
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,aksstagecomstore01-10.120.24.0_22,g-nsg-1n-commerce01-aksstagecomstore01-10.120.24.0_22
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,akssyscomstore01-10.120.11.0_24,g-nsg-1n-commerce01-akssyscomstore01-10.120.11.0_24
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,aksstagecheckoutui-10.120.10.0_26,g-nsg-1n-commerce01-aksstagecheckoutui-10.120.10.0_26
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,aksdevcheckoutui-10.120.10.64_26,g-nsg-1n-commerce01-aksdevcheckoutui-10.120.10.64_26
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,stageecomoidcproxy-10.120.0.80_28,g-nsg-1n-commerce01-stageecomoidcproxy-10.120.0.80_28
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,personalizationserviceredis-10.120.28.128_27,g-nsg-1n-commerce01-personalizationserviceredis-10.120.28.128_27
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,customeroffersfeedprocessorsta-10.120.29.0_24,g-nsg-1n-commerce01-customeroffersfeedprocessorsta-10.120.29.0_24
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,custoffrrediscacheservicestage-10.120.28.160_28,g-nsg-1n-commerce01-custoffrrediscacheservicestage-10.120.28.160_28
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,loyaltyservicestage-10.120.28.192_27,g-nsg-1n-commerce01-loyaltyservicestage-10.120.28.192_27
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,targetedofferspostgresstage-10.120.28.224_27,g-nsg-1n-commerce01-targetedofferspostgresstage-10.120.28.224_27
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,customeroffersperformance-10.120.30.0_27,g-nsg-1n-commerce01-customeroffersperformance-10.120.30.0_27
g-commerce-n01,g-rsg-1n-commerce01-network-01,g-vnt-1n-commerce01-01,customerattributesfeedprocessor-10.120.31.0_24,g-nsg-1n-commerce01-customerattributesfeedprocessor-10.120.31.0_24
g-business-n01,g-rsg-2n-business01-network-01,g-vnt-2n-business01-01,aksdevhubsltsec-10.83.128.0_24,g-nsg-2n-business01-aksdevhubsltsec-10.83.128.0_24
g-business-n01,g-rsg-2n-business01-network-01,g-vnt-2n-business01-01,akssyshubsltsec-10.83.129.0_24,g-nsg-2n-business01-akssyshubsltsec-10.83.129.0_24
g-business-n01,g-rsg-1n-business01-network-01,g-vnt-1n-business01-01,aksdevhubsltsec-10.63.128.0_24,g-nsg-1n-business01-aksdevhubsltsec-10.63.128.0_24
g-business-n01,g-rsg-1n-business01-network-01,g-vnt-1n-business01-01,akssyshubsltsec-10.63.129.0_24,g-nsg-1n-business01-akssyshubsltsec-10.63.129.0_24
g-commerce-n02,g-rsg-2n-commerce02-network-01,g-vnt-2n-commerce02-01,stagepagerduty-10.108.134.160_27,g-nsg-2n-commerce02-stagepagerduty-10.108.134.160_27
g-commerce-n02,g-rsg-2n-commerce02-network-01,g-vnt-2n-commerce02-01,preprodpriceitemplanning-10.108.134.192_26,g-nsg-2n-commerce02-preprodpriceitemplanning-10.108.134.192_26
g-commerce-n02,g-rsg-2n-commerce02-network-01,g-vnt-2n-commerce02-01,icmpostgresflexi-10.108.137.128_28,g-nsg-2n-commerce02-icmpostgresflexi-10.108.137.128_28
g-commerce-n02,g-rsg-2n-commerce02-network-01,g-vnt-2n-commerce02-01,ccsclusteromniecomdev-10.108.140.0_22,g-nsg-2n-commerce02-ccsclusteromniecomdev-10.108.140.0_22
g-commerce-n02,g-rsg-2n-commerce02-network-01,g-vnt-2n-commerce02-01,ccsclusteromnistoredev-10.108.144.0_22,g-nsg-2n-commerce02-ccsclusteromnistoredev-10.108.144.0_22
g-commerce-n02,g-rsg-2n-commerce02-network-01,g-vnt-2n-commerce02-01,customeroffersfeedprocessortes-10.108.148.0_25,g-nsg-2n-commerce02-customeroffersfeedprocessortes-10.108.148.0_25
g-commerce-n02,g-rsg-2n-commerce02-network-01,g-vnt-2n-commerce02-01,customerofferspostgresloadtest-10.108.149.0_24,g-nsg-2n-commerce02-customerofferspostgresloadtest-10.108.149.0_24
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,aksstageecom-10.100.160.0_20,g-nsg-1n-commerce02-aksstageecom-10.100.160.0_20
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,stagepagerduty-10.100.134.160_27,g-nsg-1n-commerce02-stagepagerduty-10.100.134.160_27
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,preprodpriceitemplanning-10.100.134.192_26,g-nsg-1n-commerce02-preprodpriceitemplanning-10.100.134.192_26
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,devzoomnice-10.100.135.0_24,g-nsg-1n-commerce02-devzoomnice-10.100.135.0_24
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,stagezoomnice-10.100.136.0_24,g-nsg-1n-commerce02-stagezoomnice-10.100.136.0_24
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,lighthouseplink-10.100.131.80_28,g-nsg-1n-commerce02-lighthouseplink-10.100.131.80_28
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,icmpostgresflexi-10.100.137.128_28,g-nsg-1n-commerce02-icmpostgresflexi-10.100.137.128_28
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,aksdevsignage-10.100.137.96_28,g-nsg-1n-commerce02-aksdevsignage-10.100.137.96_28
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,ccsclusteromniecomdev-10.100.140.0_22,g-nsg-1n-commerce02-ccsclusteromniecomdev-10.100.140.0_22
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,ccsclusteromnistoredev-10.100.144.0_22,g-nsg-1n-commerce02-ccsclusteromnistoredev-10.100.144.0_22
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,customeroffersfeedprocessortes-10.100.148.0_25,g-nsg-1n-commerce02-customeroffersfeedprocessortes-10.100.148.0_25
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,customerofferspostgresloadtest-10.100.149.0_24,g-nsg-1n-commerce02-customerofferspostgresloadtest-10.100.149.0_24
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,catalogapisnginxdevappgw-10.100.137.112_28,g-nsg-1n-commerce02-catalogapisnginxdevappgw-10.100.137.112_28
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,catalogapisnginxstageappgw-10.100.148.128_27,g-nsg-1n-commerce02-catalogapisnginxstageappgw-10.100.148.128_27
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,catalogapisnginxdev-10.100.150.0_24,g-nsg-1n-commerce02-catalogapisnginxdev-10.100.150.0_24
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,catalogapisnginxstage-10.100.151.0_24,g-nsg-1n-commerce02-catalogapisnginxstage-10.100.151.0_24
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,cataloapisredisnonprod-10.100.148.160_27,g-nsg-1n-commerce02-cataloapisredisnonprod-10.100.148.160_27
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,CapiRedis-10.100.154.0_24,g-nsg-1n-commerce02-CapiRedis-10.100.154.0_24
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,catalogapisredisstage-10.100.148.192_27,g-nsg-1n-commerce02-catalogapisredisstage-10.100.148.192_27
g-commerce-n02,g-rsg-1n-commerce02-network-01,g-vnt-1n-commerce02-01,pgsqlflexdevsignage-10.111.229.0_24,g-nsg-1n-commerce02-pgsqlflexdevsignage-10.111.229.0_24
g-enterpriseservices-n01,g-rsg-2n-enterpriseservices01-network-01,g-vnt-2n-enterpriseservices01-01,devaarmtxtr-10.119.213.0_26,g-nsg-2n-enterpriseservices01-devaarmtxtr-10.119.213.0_26
g-enterpriseservices-n01,g-rsg-2n-enterpriseservices01-network-01,g-vnt-2n-enterpriseservices01-01,testsalestaxcodeassignmentstca-10.119.213.64_26,g-nsg-2n-enterpriseservices01-testsalestaxcodeassignmentstca-10.119.213.64_26
g-enterpriseservices-n01,g-rsg-2n-enterpriseservices01-network-01,g-vnt-2n-enterpriseservices01-01,aarmptredev-10.115.208.0_24,g-nsg-2n-enterpriseservices01-aarmptredev-10.115.208.0_24
g-enterpriseservices-n01,g-rsg-2n-enterpriseservices01-network-01,g-vnt-2n-enterpriseservices01-01,devrrsapp-10.115.209.128_26,g-nsg-2n-enterpriseservices01-devrrsapp-10.115.209.128_26
g-enterpriseservices-n01,g-rsg-2n-enterpriseservices01-network-01,g-vnt-2n-enterpriseservices01-01,rtengcloudmwdev-10.115.209.192_26,g-nsg-2n-enterpriseservices01-rtengcloudmwdev-10.115.209.192_26
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,devaarmtxtr-10.117.213.0_26,g-nsg-1n-enterpriseservices01-devaarmtxtr-10.117.213.0_26
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,testsalestaxcodeassignmentstca-10.117.213.64_26,g-nsg-1n-enterpriseservices01-testsalestaxcodeassignmentstca-10.117.213.64_26
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,aarmptredev-10.112.208.0_24,g-nsg-1n-enterpriseservices01-aarmptredev-10.112.208.0_24
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,pcientretailstage-10.117.213.192_27,g-nsg-1n-enterpriseservices01-pcientretailstage-10.117.213.192_27
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,aksdeventprsdata-10.112.212.0_22,g-nsg-1n-enterpriseservices01-aksdeventprsdata-10.112.212.0_22
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,aksstageenprsdata-10.112.216.0_22,g-nsg-1n-enterpriseservices01-aksstageenprsdata-10.112.216.0_22
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,akssysentprsdata-10.112.210.0_24,g-nsg-1n-enterpriseservices01-akssysentprsdata-10.112.210.0_24
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,devrrsapp-10.112.209.128_26,g-nsg-1n-enterpriseservices01-devrrsapp-10.112.209.128_26
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,entfinuipathdev-10.112.211.128_25,g-nsg-1n-enterpriseservices01-entfinuipathdev-10.112.211.128_25
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,aarmptree2e-10.112.220.0_25,g-nsg-1n-enterpriseservices01-aarmptree2e-10.112.220.0_25
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,entfinancedev-10.112.220.128_25,g-nsg-1n-enterpriseservices01-entfinancedev-10.112.220.128_25
g-enterpriseservices-n01,g-rsg-1n-enterpriseservices01-network-01,g-vnt-1n-enterpriseservices01-01,rtengcloudmwdev-10.112.209.192_26,g-nsg-1n-enterpriseservices01-rtengcloudmwdev-10.112.209.192_26
g-datainsights-n01,g-rsg-2n-datainsights01-network-01,g-vnt-2n-datainsights01-01,enterpriseanalyticsplink-10.108.224.32_28,g-nsg-2n-datainsights01-enterpriseanalyticsplink-10.108.224.32_28
g-datainsights-n01,g-rsg-2n-datainsights01-network-01,g-vnt-2n-datainsights01-01,enterpriseanalyticsazml-10.115.238.0_24,g-nsg-2n-datainsights01-enterpriseanalyticsazml-10.115.238.0_24
g-datainsights-n01,g-rsg-2n-datainsights01-network-01,g-vnt-2n-datainsights01-01,gdpsyndicatidatabrickspublic-10.93.18.0_24,g-nsg-2n-datainsights01-gdpsyndicatidatabrickspublic-10.93.18.0_24
g-datainsights-n01,g-rsg-2n-datainsights01-network-01,g-vnt-2n-datainsights01-01,gdpsyndicatidatabricksprivate-10.93.19.0_24,g-nsg-2n-datainsights01-gdpsyndicatidatabricksprivate-10.93.19.0_24
g-datainsights-n01,g-rsg-2n-datainsights01-network-01,g-vnt-2n-datainsights01-01,gdpsyndatabrickspublic01-10.93.29.0_24,g-nsg-2n-datainsights01-gdpsyndatabrickspublic01-10.93.29.0_24
g-datainsights-n01,g-rsg-2n-datainsights01-network-01,g-vnt-2n-datainsights01-01,gdpsyndatabricksprivate01-10.93.30.0_24,g-nsg-2n-datainsights01-gdpsyndatabricksprivate01-10.93.30.0_24
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,enterpriseanalyticsplink-10.100.224.32_28,g-nsg-1n-datainsights01-enterpriseanalyticsplink-10.100.224.32_28
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,enterpriseanalyticsazml-10.112.238.0_24,g-nsg-1n-datainsights01-enterpriseanalyticsazml-10.112.238.0_24
